APPROVED SYMBOL	ALIASES
MOB1B	MOB4A
NRP1	NRP, VEGF165R, CD304
UBE2SP1	
MSK32	
PDDC1	FLJ34283
CSBP2~WITHDRAWN	
RNU6-784P	
KRBOX1-AS1	FLJ32776
OLFML2A	FLJ00237
OR2A6~WITHDRAWN	
OR52H1	
MIR429	HSA-MIR-429
CTGLF11P	BA145E20.1
CLCN7	CLC-7, OPTA2, CLC7, CLC-7, PPP1R63
NHS	
HSFY5P	
RNU6ATAC9P	
WDR3	FLJ12796, UTP12, DIP2
RN7SL240P	
RNU7-175P	
RN7SL386P	
PMPCB	MPPB, MPPP52
C20ORF66~WITHDRAWN	
FASTKD3	MGC5297, FLJ23274
AVR~WITHDRAWN	
CTBP2P6	
OR2E1P	HS6M1-9, HS6M1-9P, HS29K1, HSNH0569I24
MIR1224	HSA-MIR-1224
FAM106A	FLJ11800
C19ORF18	MGC41906
RNU2-12P	
CILD2~WITHDRAWN	
KISS1	
IL24	MDA-7, IL10B, MOB-5, C49A, FISP, IL-24
BCO2	FLJ34464, B-DIOX-II
USP17L7	
FAM9C	TEX39C
ATIC	PURH, AICARFT, IMPCHASE
SOCS5P4	
HMGB1	HMG3, SBP-1, DKFZP686A04236
GPR111	HGPCR35, PGR20
EVR3	
TRNASUP4P	
BCL2L15	BFK, FLJ22588
CDK9	PITALRE, C-2K, TAK
RN7SL479P	
SRMP1	DJ1057D4.1
PPP2CA	PP2CALPHA
CSE	DYT9
CASP2	ICH1, PPP1R57
KLK5	SCTE, KLK-L2
RNA5SP338	
GAPDHP41	
ADSSL1	FLJ38602
LRCH3	MGC4126
C3P1	CPLP
DCAF4	DKFZP434K114
MTND4P27	
PPAPDC1A	
NAP1L1	NRP, NAP1, NAP1L, MGC8688, MGC23410
OR6A2	OR11-55
ZBTB8A	BOZF1, FLJ90065, ZNF916A
MEF2A	RSRFC4, RSRFC9
RPL15P22	
TGOLN2	TGN51, TGN46, TGN48, TGN38, TTGN2
OSTCP1	DC2L
DNM1P40	DNM1DN11-5
USP7	
HIST3H2A	MGC3165
EGFLAM-AS3	
C21ORF10~WITHDRAWN	
LINC01003	
NBIA1~WITHDRAWN	
CFB	H2-BF
TRAPPC2P7	
MAPK6	ERK3, P97MAPK, HST17250
TMEM14B	MGC1223
RPL7P4	EM:AB023049.2
SNORD116-26	HBII-85-26
ERP29P1	ERP28P
NPM1P6	NG6-4
GAST	
SIGLEC24P	
MIR512-1	HSA-MIR-512-1
INTS1	DKFZP586J0619, KIAA1440, INT1, NET28
HYAL2	LUCA-2, LUCA2
TRNAC16	
ZNF16	KOX9
JK~WITHDRAWN	
RPL5P3	HST18216
PCDH10	OL-PCDH, KIAA1400
RNU7-122P	
ATAD3A	FLJ10709
PYCD~WITHDRAWN	
RNU6-106P	
CAP2P1	
MIR4504	HSA-MIR-4504
PPID	CYP-40
EIF1B-AS1	FLJ33065
HIST2H4B	H4/O
TNRC6A	CAGH26, KIAA1460, GW182
TLE3	ESG, ESG3, KIAA1547, HST18976, GRG3
TRNAR28	
RN7SKP249	
MIR497HG	
WDPCP	HFRTZ, FRITZ, BBS15
LRRC28	MGC24976, FLJ34269, FLJ45242
NOTCH4	
TTC16	FLJ32780
MRP63P1	
ACVR2B	ACTR-IIB
SLC25A3P3	
SPG3B	
C20ORF96	DJ1103G7.2
RPS7P12	
LINC00543	
SNORD47	U47
FGF3	HBGF-3
RNU6-316P	
NEXN	NEXILIN, NELIN
RN7SL318P	
TCTE3	TCTEX1D3
VIPR2	VPAC2, VPAC2R
FRA11G	
MAGOH2	
UMPH2~WITHDRAWN	
ENPP3	PD-IBETA, GP130RB13-6, B10, CD203C
ATP5G1P6	
RNU1-2	U1C1, U1C21
HSD3BP3	
PAPSS2	ATPSK2
ALDH1A1	RALDH1
CHM	REP-1
VN1R69P	
DUSP8P4	
C10ORF138~WITHDRAWN	
TRNAV22	
MIR1254-2	HSA-MIR-1254-2
RALGAPA1P	DKFZP566D133
MIR4464	HSA-MIR-4464
FAM134A	MGC3035
PLCB2	FLJ38135
BMP6P1	
MYF5	BHLHC2
PNMA1	MA1
P1	
RNU6-565P	
PPP1R1B	DARPP-32, FLJ20940
MAGEA2	MAGEA2A, CT1.2
CAMK4	CAMK-GR
TRNAA20	
TICRR	MGC45866, FLJ41618, TRESLIN, SLD3
LRRC40	FLJ20331
USH2B~WITHDRAWN	
GLUT2~WITHDRAWN	
CLCA4	CACC2
TRPC4	HTRP4, TRP4
VDAC1P4	
RPS24P6	
RPS10P9	
SHKBP1	PP203, SB1
MIR2117	HSA-MIR-2117
RPL21P35	
RPL23AP56	
GPR174	FKSG79
TEX2	HT008, TMEM96, KIAA1738
MRPS18BP2	
LINC00271	
TDH	FLJ25033, SDR14E1P
RNU6-73P	
LINC00106	OTTHUMG00000021061
MIR611	HSA-MIR-611
SFRP4	FRPHE, FRP-4, FRPHE
H3F3AP1	HST18159
MRPL47	CGI-204, NCM1
PTC~WITHDRAWN	
WNT9A	
IGBP1P2	
NIPA2P1	
ZNF215	ZKSCAN11, ZSCAN43
ZFAND1	FLJ14007
ATF3	
TPD52L3	NYD-SP25
APNH~WITHDRAWN	
RNA5SP507	
GRIA4	GLUA4, GLURD
MIR548AW	HSA-MIR-548AW
TCEB1P33	
MIR193B	HSA-MIR-193B
AK4P6	
SERF2	H4F5REL, 4F5REL, FAM2C, HST17089
HMGN2P43	
EIF4EL1~WITHDRAWN	
GSTTP1	HS322B1A
LAPTM4B	LC27
TATDN1	CDA11
RAB5CP1	
TP53TG1	H_RG012D21.9, LINC00096
XIRP1	DKFZP451D042, XIN
GRK7	
GAPDHP43	
NXPH3	NPH3
RN7SL609P	
UNC5CL	MGC34763, ZUD
RNU6-917P	
FBXO5	FBX5, FBXO31, EMI1
POU6F2	RPF-1
BCYRN1P1	BC200B
RNA5SP432	
IGHVIII-67-2	IGHV(III)-67-2
RNU6-1085P	
RFXAP	
ACAD~WITHDRAWN	
RAP1GN1~WITHDRAWN	
CASC3	MLN51, BTZ
CR1L	
SRP9	
TRIM51BP	
IGKV1ORY-1	IGKV1/ORY-1
MTND2P13	
RPL12P23	
LBC~WITHDRAWN	
KDELR1	ERD2.1, ERD2, HDEL
RNU6-651P	
CALML5	CLSP
FAHD2CP	
RAB19	RAB19B
TAF12	TAFII20
CD9	BA2, P24, TSPAN29, MRP-1
HGL~WITHDRAWN	
TRIM73	
NPS1~WITHDRAWN	
FAM58BP	
SPACA5	SLLP2, LYZL5, LYC5, UNQ6288, DJ54B20.3, PNPK6288
C20ORF194	DKFZP434N061
KLHL4	KIAA1687, DKELCHL, KHL4
MTATP6P2	
C10ORF43~WITHDRAWN	
SLC45A4	KIAA1126
TRBV28	TCRBV28S1, TCRBV3S1
HELT	HESL, HCM1228, MGN, BHLHB44, MEGANE
ETV6	TEL
TMEM169	FLJ34263
SULT1A1	P-PST
KCND1	KV4.1
MURC	CAVIN-4, CAVIN4
STXBP3	UNC-18C
MT-TC	TRNC
ANK3	
PRD	
KLF6	CPBP, GBF, ZF9, PAC1
RLBP1	CRALBP
PAST4~WITHDRAWN	
RPL6P30	
RPL7AP25	
SPATA12	
ALUNC~WITHDRAWN	
MIR4681	HSA-MIR-4681
RPE65	LCA2, RD12
WDR82	PRO2730, MST107, MSTP107, PRO34047, WDR82A, SWD2
MIR626	HSA-MIR-626
RFWD3	FLJ10520, RNF201
ACTR6	ARP6, FLJ13433
TREML3P	TLT3
ARSA	
RNU6-428P	
CELIAC4~WITHDRAWN	
CYP4V2	CYP4AH1
ZNF1~WITHDRAWN	
EIF3EP4	
UBBP4	
SFTP1~WITHDRAWN	
MRI1	MGC3207, YPR118W, MTNA, MRDI
ZNF539~WITHDRAWN	
FAM25D	BA592B15.5
RNU6-984P	
C5ORF42	FLJ13231
MAP2K5	MEK5, MAPKK5, HST17454
SLC25A15P1	SLC25A15PY1
PROX2	FLJ36749
CAV1	
CNRS2~WITHDRAWN	
ABHD14B	MGC15429, CIB
TRAJ14	
RNU6-898P	
LEFTY1	LEFTYB
MBS2	HCFP1
WFDC2	HE4, WAP5, DJ461P17.6, EDDM4
SHROOM2P1	
RN7SL737P	
VSIG6~WITHDRAWN	
RBM8~WITHDRAWN	
H19	D11S813E, ASM, ASM1, NCRNA00008, LINC00008
PLG	
CTNNBL1	FLJ21108, P14L, P14, NAP, NYD-SP19
RNU6-282P	
TEX30	
IK	
RPL27P9	
WARS2	TRPRS
TNRC17	CAGL234
ANKDD1A	FLJ25870
CYMP	
OR10B1P	
SNRNP70	U1-70K, SNP1
NMUR1	GPC-R, FM-3, NMU1R
LINC00299	FLJ45673
RN7SL335P	
E2F4	E2F-4
RAB11FIP1P1	
MIR550B1	HSA-MIR-550B-1
MYL6P4	
MIR617	HSA-MIR-617
PHACTR2	KIAA0680
DSTNP4	
SMURF2	
MPHOSPH6	MPP6
MTND1P28	
LINC01006	
PKN2	PRK2, PAK-2
PCDHGA2	PCDH-GAMMA-A2
ANKRA2	
CDRT3	
GFOD1	FLJ20330, ADG-90
NFX1	NFX2, MGC20369
PCMT1	
ACOT8	HACTE-III, HTE, PTE-2
RPL5P6	
BPIFA1	LUNX, BA49G10.5, SPLUNC1
ZFYVE9P2	
DOT1L	KIAA1814, DOT1, KMT4
IGLVI-42	IGLV(I)-42
RNA5SP22	
RPL5P1	
TPH2	NTPH, FLJ37295
HMSD	ACC-6
TPM2	DA1, NEM4
MAP3K10	MST, MEKK10
TLX~WITHDRAWN	
EBS2~WITHDRAWN	
PCDH12	VE-CADHERIN-2
C9ORF78	HSPC220, HCA59
FAM206A	CG-8, FLJ20457
GOLGA8H	GOLGA6L11
C10ORF40	AC023904.2
SLC39A4	ZIP4, AWMS2
FAM19A1	TAFA-1
NOG	
RNU6-176P	
TRAPPC2P9	TRAPPC2P4B
MRPS18CP5	
MSS~WITHDRAWN	
WDR35	MGC33196, KIAA1336, IFT121
PIRC6	
MRP63	
KRT8P25	
RPS15AP4	
MIR3609	HSA-MIR-3609
AKAP8	AKAP95, DKFZP586B1222
AUF1~WITHDRAWN	
RNA5SP189	
RNU1-93P	
ANKLE2	LEMD7, LEM4
RN7SKP86	
PPM1L	PP2CE
RCC2	TD-60
WBP2P1	
OR1Q1	OST226, OR9-A, HSTPCR106, OST226OR9-A, TPCR106
TRNAK36P	
TRAV9-1	
OR5AM1P	
MIR424	HSA-MIR-424
TRAPPC2P3	
SNORD114-22	14Q(II-22)
RN7SKP292	
CD33L1~WITHDRAWN	
TRAJ56	
SPG34	
MAST2	MAST205, KIAA0807
OR11G1P	
WDR7	KIAA0541, TRAG
FRA2C	
RPL17P29	
PNKP	PNK
TRIM21	RNF81, RO52
RN7SL155P	
RNU6-1078P	
ACOT2	MTE1, ZAP128
RVNP2	
CHRM5	
CCDC24	MGC45441
MLH1	HNPCC, FCC2, HNPCC2
RPL36AP19	
RIMBP3C	
MIR3678	HSA-MIR-3678
PSORS1	
PPP1R11P1	
TMEM132E	
CLYBL	CLB
EPHA8	HEK3
DPDE2~WITHDRAWN	
PPP1R7	SDS22
CCDC136	KIAA1793, NAG6, DKFZP434G156
IRF5P1	
ED2~WITHDRAWN	
RNU6-354P	
GFM2	EFG2, FLJ21661
MIR4293	HSA-MIR-4293
PROCR	EPCR, CCD41, CD201
SMAD3	JV15-2, HST17436
C1ORF215~WITHDRAWN	
OR10G3	
OR7E127P~WITHDRAWN	
YY1P1	
KIF26B	FLJ10157
XKRYP5	
NKX2-2	NKX2.2
SWI5	BA395P17.9
HNRNPF	
SLC17A7	BNPI, VGLUT1
ZNF428	MGC51082, ZFP428
TRNAN17	
SHOX	PHOG, GCFX, SS, SHOXY
MTMR9LP	
BRINP2	DBCCR1L2
TRIM45	FLJ13181, RNF99
DHCR24	KIAA0018, SELADIN-1
ZNF738	
BCL4~WITHDRAWN	
CLEC4F	FLJ39110, KCLR
LRG1	LRG
CNTF	HCNTF
MRXS10~WITHDRAWN	
MTND5P16	
VSIG1	MGC44287
GLCCI1	GIG18, FAM117C, TSSN1
KRT8P49	
MIR4255	HSA-MIR-4255
HSD17B13	SCDR9, SDR16C3
MIR378B	HSA-MIR-378B
HMGN1P36	
CCNT2P1	
SLC50A1	SCP, RP11-540D14.5, SLV, RZPDO834D038D, HSSWEET1, SWEET1
GAGE2A	CT4.2
CEAL1~WITHDRAWN	
TSPY21P	
DACH2	
RNU6-584P	
JAK1B~WITHDRAWN	
IRF2BP2	IRF-2BP2
PPY	PNP
DCK	
UBP1	LBP-1A
TRNAN13	
CDYL2	FLJ38866
MAML1	KIAA0200, MAM-1
TRBV11-1	TRBV111, TCRBV11S1, TCRBV21S1
OR4C48P	
MKRN4P	ZNF-XP, RNF64
RAG1	RNF74, MGC43321
TNFAIP2	B94, EXOC3L3
LYRM9	HSD24
SF3A3	SF3A60, SAP61, PRP9, PRPF9
GSR	
RPL23AP39	
MIR550A3	HSA-MIR-550A-3
H2AFB3	
BCAP31	DXS1357E, BAP31, 6C6-AG, CDM
AS~WITHDRAWN	
NEDD10~WITHDRAWN	
CYP2C19	P450IIC19, CPCJ
PHTF2	DKFZP434D166
METTL9	DREV1
RBBP7	RBAP46
KRT126P	
RPL35P5	
C4ORF47	LOC441054
RNU6-4P	U6-4
NXNL2	
RN7SL669P	
CDCA2	REPO-MAN
RNU6-906P	
RBMY2AP	
IGKV2OR2-10	IGKV2/OR2-10
XRCC6P2	
MIR3677	HSA-MIR-3677
TRIM60P5Y	TRIM60P5
IBP2~WITHDRAWN	
RNA5-8SP4	
RNU4-11P	
TRAJ32	
TRNAY13	
TMEM117	DKFZP434K2435
IGHV3-52	
CRCT1	NICE-1
RNU6-1222P	
MSBP2	
ITGAL	LFA-1
PTENP1-AS	PTENPG1-ASRNA
FAM219B	FLJ00005
GAGE2D	GAGE8
PABPC1P7	
LINC00284	
SIKE1	FLJ21168, SIKE
GPR52	
NQO1	DHQU, QR1, DTD
ZNF98	ZNF739, F7175
RN7SL330P	
CCT7	CCTH, NIP7-1
SUP45L2~WITHDRAWN	
EEF1A1P26	
FGF7	KGF
MIR4305	HSA-MIR-4305
XAGE1C	CT12.1C
IGKV1D-33	
RNU6-659P	
NDUFA5P4	
MIR548K	HSA-MIR-548K
BICC1	
RPL17P33	
RN7SL494P	
OR2L6P	
HTRA3	TASP, PRSP
ANXA10	ANX14
ASL	
HMGA1P8	
MRPL22	MRP-L25, RPML25, HSPC158
KRTAP19-5	KAP19.5
TALDO~WITHDRAWN	
HNRNPA3P3	
ERCC6L	FLJ20105, PICH, RAD26L
NEFM	NFM, NF-M
FOXO3B	
TNFRSF25	DR3, TRAMP, WSL-1, LARD, WSL-LR, DDR3, TR3, APO-3
C2ORF43	FLJ21820
TBC1D8B	FLJ20298, RP11-321G1.1
TUBGCP6	GCP6, KIAA1669, DJ402G11.6
CCL8	MCP-2, HC14
AMY1B	
IL9RP2	
LUC7L3	LUC7A, CROP, OA48-18, CREAP-1, FLJ11063, CRA, HLUC7A
GPR99~WITHDRAWN	
UVO~WITHDRAWN	
RPL35P1	
OR11H6	
DHX36	MLEL1, KIAA1488
MOS	
PSMA6P1	PSMA6-LIKE, PSMA6Y
TTTY4	TTY4, TTTY4A, LINC00123
CTSS	
OR2A41P	
FOXP2	CAGH44
C14ORF183	
PTGER4	EP4
PHF5FP	
OR4K10P~WITHDRAWN	
ABHD11	PP1226
ACOT6	
DCUN1D2	FLJ10704, FLJ20092
RNU6-47P	
RPL21P46	
VEGFA	VEGF-A, VPF
FAM110D	FLJ14050
MTRNR2L6	
RPS12P6	
CHD8	KIAA1564, DUPLIN
HOX3D~WITHDRAWN	
C4BPAP2	
RNA5SP436	
SLC30A8	
MIR3152	HSA-MIR-3152
RN7SL348P	
RNU6-1236P	
RN7SL667P	
MRPL41	MRP-L27, RPML27, BMRP, PIG3, MRPL27
MIR4539	HSA-MIR-4539
COP	CLTO
KCTD9	FLJ20038, BTBD27
PTPN2	TCELLPTP, TC-PTP, TCPTP
RND1	RHO6, ARHS, RHOS
DPYS	DHPASE
BUB1B	BUBR1, MAD3L, BUB1A, SSK1
MIR4329	HSA-MIR-4329
TCEB3CL2	
RPL35P2	
CICP8	
CUL4AP1	
CDKN2AIPNLP2	
TCHHL1	
DOC2BL~WITHDRAWN	
LIN9	TGS
SCARNA1	ACA35
RN7SL95P	
ZNF789	
MSK17~WITHDRAWN	
MIR107	HSA-MIR-107
GUCY2C	STAR
RPL17P31	
MIR3935	HSA-MIR-3935
SSX5	
GAPDHP68	
SMN1	BCD541, SMNT, SMA1, SMA2, SMA3, GEMIN1, TDRD16A
EI24P5	
LINC00240	BA373D17.1
OR2H2	HS6M1-12
NPR3	GUCY2B, FLJ14054
C11ORF58	SMAP
DEPDC5	KIAA0645, DEP.5
RPL19P2	
LINC00632	
GRIP2	KIAA1719
YY1AP1	YY1AP, HCCA2, YAP
MPFD	CFTD, CFTDM
RNA28S1	
ARL1	ARFL1
OXLD1	MGC104712
DEFB130	DEFB-30
OA1~WITHDRAWN	
SMR3B	P-B, PRL3
RNA5SP151	
ATP6V1B2	VATB, VMA2, HO57
TEAD3	TEF-5, ETFR-1
ATAT1	FLJ13158, EM:AB023049.7, MEC17
ARID1B	KIAA1235, ELD/OSA1, P250R, BAF250B, DAN15, 6A3-5
PCDHB17	PCDH-PSI1
TP53TG3C	
ZNF638-IT1	
FXR1	
DRD1	
MIR4508	HSA-MIR-4508
F8VWFP~WITHDRAWN	
DFNA61	
GNAS	NESP55, NESP, GNASXL, GPSA, SCG6
USH1K	
DRT~WITHDRAWN	
DKK1	SK, DKK-1
RNU6-312P	
PARP8	FLJ21308, PART16
RNGTTP1	
RNU6-1146P	
MC3R	MC3
DYNC1I1	DNCIC1
KRT8	CARD2, K8, CK8, CYK8, K2C8, KO
ERVE-2	
SMCR3	
MTND6P19	
RPL34P24	
RNU4-53P	
MICB	PERB11.2
KRT19	K19, CK19, K1CS, MGC15366
PLP1	GPM6C
COPS3	SGN3, CSN3
CYCSP23	HCP23
ZRSR1	U2AF1-RS1, U2AF1RS1
SLC25A1	CTP
RANBP20P	
EMX2	
KREMEN1	KRM1
TRNAN9	
MIR4418	HSA-MIR-4418
DQX1	FLJ23757
PTPN20A	BA142I17.1, CT126
PPIAL2~WITHDRAWN	
PDXDC1	KIAA0251
CMTM3	FLJ31762, BNAS2
SLAMF8	BLAME, SBBI42, CD353
ATP5BL2~WITHDRAWN	
NOSIP	CGI-25
SBF2	KIAA1766, MTMR13, DENND7B
FNDC1-IT1	
RDH8	PRRDH, SDR28C2
SYTL4	
TRNAG31	
RNA5SP40	
PAICS	ADE2H1, AIRC
GSK1~WITHDRAWN	
SLC43A1	R00504, PB39
MEDAG	FLJ14834, AWMS3, MEDA-4
MAGE11~WITHDRAWN	
RNA5SP136	
PROSER2-AS1	
FYTTD1P1	
LINC00324	FLJ34790, MGC104931
LINC00383	
MIR4320	HSA-MIR-4320
CRYG2~WITHDRAWN	
CUBNP3	
TRNAL21	
AHNAK	MGC5395
RN7SKP238	
UGT2B4	UGT2B11
ALOX15B	15-LOX-2
ATP6V0A1	A1, VPH1, STV1
S1PR1	EDG-1, D1S3362, CD363
IGHV1-68	
HNRNPA1P26	
BPY2DP	
SPATA31D4	FLJ43859
SMARCD2	BAF60B, RSC6P, CRACD2, PRO2451
UPK1A-AS1	
SLC26A8	
FRA8A	
OR2I4P~WITHDRAWN	
SEPT7P6	
BSG	EMMPRIN, CD147
RNU6-486P	
NKX2-2-AS1	NKX2-2AS
FAM149A	DKFZP564J102, MST119, MSTP119
C19ORF47	FLJ36888
LINC00648	
MIR220A~WITHDRAWN	
ARTN	NBN, EVN, ENOVIN
RN7SL844P	
LENG9	
RYR1	RYR
CYP2C17~WITHDRAWN	
RNU6-1040P	
LILRA4	ILT7, CD85G
SNORD58A	U58A
MIR3692	HSA-MIR-3692
LTF	HLF2
ASAP3	FLJ20199, UPLC1, CENTB6
HMGN1P29	
RING1	RNF1
RDXP2	
MIR4326	HSA-MIR-4326
ENY2	DC6, FLJ20480
KRTAP18-7~WITHDRAWN	
ITGB1BP2	CHORDC3
TTN-AS1	
LINC00268-2P	
MIR29A	HSA-MIR-29, HSA-MIR-29A
REEP1	FLJ13110, SPG31
RPL21P75	
VDAC2	
MIRLET7F2	HSA-LET-7F-2
NWD1	
PSIP1	P52, LEDGF, P75
SLC9A7P1	
PRRT3	FLJ33674
BLOC1S5-TXNDC5	
LINC00702	
SNRPGP14	
CASP16	
SLC23A2	SVCT2, KIAA0238, YSPL2
DTYMK	CDC8, TYMK, TMPK
FAM35A	MGC5560, BA163M19.1, FAM35A1
RNU6-980P	
ILDR2	
TRNAE10	
ANKRD1	C-193, ALRP, CARP, CVARP, MCARP
WISP1	CCN4
SNORA2B	ACA2B
EMC7	C11ORF3
RPL21P39	
RPL23P6	
RNU6-734P	
ZNF100	
IL4R	CD124
OR56B4	
PTAFR	
CAL1L~WITHDRAWN	
CD37	TSPAN26
PHF1	MTF2L2, TDRD19C
MIR1300~WITHDRAWN	
LAIR1	CD305
SAR1B	
FKHL6~WITHDRAWN	
RPL23AP38	
NUF2	NUF2R, CT106
FIGLA	BHLHC8
ZNF600	KR-ZNF1, DKFZP686F06123
RN7SL209P	
HES5	BHLHB38
OR4G3P	OLC, OLC-7501
DCTN5	MGC3248, P25
MTND4P9	
SERHL	HS126B42, BK126B4.1, DJ222E13.1
TEX36	BA383C5.1
WNT9B	WNT14B
RWDD1	PTD013
AP2M1	AP50, MU2
OR5B17	
TRNAQ47P	
MSK35~WITHDRAWN	
KCNQ1	KV7.1, KCNA8, KVLQT1, JLNS1, LQT1
TRNAY16P	
SLC27A6	FATP6, VLCS-H1, FACVL2, ACSVL2
PRKCZ	PKC2
RNU7-26P	U7.26
SLC44A5	MGC34032, CTL5
IDH2	
SDCCAG3	NY-CO-3
VN2R12P	
OLFML1	UNQ564
IGSF10	FLJ25972, CMF608
LINC00427	
SSC5D	FLJ35258
RPS4XP10	
ARMCX3	ALEX3
ZNF129~WITHDRAWN	
SNORA45	ACA3-2
ZNF331	RITA, ZNF463, ZNF361
RAB3C	
CCDC102A	MGC10992
SETP10	
RANP7	
RNU6-684P	
MIR4773-1	HSA-MIR-4773-1
IGKV2-24	
MIR516B2	HSA-MIR-516-3, HSA-MIR-516B-2
CYP46A4P	CYP46A-SE1[12:13:14]
RN7SKP161	
RIPPLY1	
EIF2~WITHDRAWN	
TM4SF1-AS1	
RNU6-441P	
SNHG6	U87HG, HBII-276HG, NCRNA00058
ZSWIM8-AS1	
CRYAB	HSPB5
KRT34	HA-4
GPR4	
NSX	
IGKV2-28	
ARL4P2	
RNA5SP124	
ALDH7A1P1	
IFNA16	IFN-ALPHAO
RPL13P13	
CMPK1	UMP-CMPK
LPCAT2	FLJ20481
TP53L~WITHDRAWN	
EEF1A1P15	
OR7F6P~WITHDRAWN	
L1RE2	
NCOA5	BA465L10.6, CIA
OTSC3	
SEPT7P4	
PRKCA	
GDI2P2	
DDX11L11	
TRGC1	C1
G6PT2~WITHDRAWN	
AQP12B	
SV2A	SV2, KIAA0736
F8A3	
HCST	DAP10, DKFZP586C1522, KAP10
MARK2P15	
OR13D3P	
FKBP9L	MGC20531
RNU6-1195P	
RPS17P1	RPS17P, DJ994E9.1
SPATA32	FLJ25414, AEP2, VAD1.2
CD164	MUC-24, MGC-24
OMG	OMGP
LINC00867	
BACH1-IT1	
TRNAL29	
SLC35A1	CMPST, HCST
RNU2-33P	
OR2E1~WITHDRAWN	
RN7SL566P	
FAM7B1~WITHDRAWN	
LSMEM2	FLJ38608
RNU7-12P	U7.12
CT45B1P	
ZNF253	BMZF-1, FLJ90391
C15ORF45~WITHDRAWN	
MAPK14	PRKM14, P38, MXI2, PRKM15
U2AF1L4	MGC33901, U2AF26
IGHVOR16@~WITHDRAWN	
C9ORF48~WITHDRAWN	
STX1A	HPC-1, P35-1
MFAP4	
RPL7P26	
RPL6P8	
EJM1	
ERC1	ELKS, KIAA1081, CAST2, MGC12974
DPYSL5	CRMP5, ULIP6, CRMP-5, CRAM
MNBH~WITHDRAWN	
POLHP1	
RNU6-795P	
GHSR	
MIR3689F	HSA-MIR-3689F
LARP4B	
FAM170B-AS1	
DEFT3P~WITHDRAWN	
MIR1203	HSA-MIR-1203
EEC2	
RPL31P44	
COX17P1	
PDCD11	KIAA0185, ALG-4, RRP5
C9ORF24	BA573M23.4, NYD-SP22, MGC32921, MGC33614, CBE1, SMRP1
FAM221A	FLJ45875, MGC72075, DKFZP686F0810
PIRC113	
RN7SL415P	
OR12D2	HS6M1-20
NCAD~WITHDRAWN	
TAF9P2	
IGHV@~WITHDRAWN	
CLYBL-IT1~WITHDRAWN	
PTGES2-AS1	
PKMYT1	MYT1
CDC42P3	
ZNF384	CAGH1A, CIZ, NMP4, NP
CXORF56	FLJ22965
KIAA0947	
PRDM8	
ANX13~WITHDRAWN	
LINC01014	
ACTL9	MGC33407
TRIM56	RNF109
SPINK14	SPINK5L2
CCL15	HCC-2, NCC-3, SCYL3, MIP-5, LKN-1, MIP-1D, HMRP-2B
MIR4419B	HSA-MIR-4419B
HIST2H3PS2	P06
HMGB3P15	
RNU6-424P	
HECTD2	FLJ37306
CTSLP4	BA564C4.3, OTTHUMG00000018237
MIR194-1	HSA-MIR-194-1
GNG13	H2-35, G(GAMMA)13
RNU6-477P	
OR7E102P	
RNU6-1118P	
CCNYL3	
ZNF440	FLJ37933
RN7SL753P	
RNU7-112P~WITHDRAWN	
C9ORF53	BA149I2.3
MEMO1P2	
PLANH3~WITHDRAWN	
ZNF720	
MIR4640	HSA-MIR-4640
NPPA	
PSMG3-AS1	KIAA1908
TTC31	FLJ12788
EDP1~WITHDRAWN	
FAM197Y9	
MRPS17P9	
CLEC17A	FLJ45910
TUPLE1~WITHDRAWN	
CGM1~WITHDRAWN	
DBIP1	
LINC00894	
RN7SKP257	
TAAR5	PNR
MIR1193	HSA-MIR-1193
H2BFS	
C12ORF42	FLJ25323
GOLGA6L5	FLJ35171, FLJ40113, GOLGA6L8
ZNF627	FLJ90365
SLC25A5-AS1	
EPB41L4A	NBL4
SHBG	ABP, TEBG, MGC126834, MGC138391
RNASE7	
RN7SL794P	
CCDC62	TSP-NY, FLJ40344, CT109, ERAP75
LINC00372~WITHDRAWN	
WNT5A-AS1	
RNA5SP520	
RNA5-8S2	
MIR4308	HSA-MIR-4308
FASLG	FASL, CD178
OR4K15	OR4K15Q
CLMN	FLJ12383, KIAA1188, KIAA0500
SPTLC1P3	
CXADRP3	
RN7SKP233	
TMPRSS11B	
RSPO1	FLJ40906, RSPONDIN
ELP2	FLJ10879, STIP
ZCCHC16	MART4, MAR4, FLJ46608
MRPL13	L13, RPL13, L13MT, RPML13, L13A
OTUD3	KIAA0459, DUBA4
PLXN1~WITHDRAWN	
ESRL1~WITHDRAWN	
C3ORF72	FLJ43329
TMEM65	
MUCL1	SBEM
EIF4A1P6	
MIR151B	HSA-MIR-151B
CCL24	CKB-6, MPIF-2, EOTAXIN-2, MPIF2
NBPF15	MGC8902
SGCZ	ZSG1
HVEB~WITHDRAWN	
USP9YP18	
OR7E120~WITHDRAWN	
CTDP1	FCP1
FAM27A	BA7G23.5, FAM27A1
MIR1913	HSA-MIR-1913
LIPT1P1	
SUCLG2P4	
BCRP3	
LRRC69	
RNU6-579P	
SNORD9	MGU6-53B
AKR7A3	
RPL17P2	
R3HDM1	KIAA0029
PSMA4	HC9, HST17706
RPL7AP8	BA141D8.1
HNRNPCP4	
RRAGA	RAGA, FIP-1
BAI3	KIAA0550
RPS11P6	
TPRG1L	RP11-46F15.3, FLJ21811
HPFH2	
PTMS	PARAT
ADCY10P1	
ZNF255~WITHDRAWN	
DPCD	DKFZP566F084, RP11-529I10.4
HTN3	HIS2
